"Comp.1" "Comp.2"
-2.68412562596953 0.319397246585102
-2.71414168729432 -0.17700122506478
-2.88899056905929 -0.144949426085557
-2.74534285564141 -0.318298979251915
-2.72871653655453 0.326754512934921
-2.28085963284449 0.741330449062916
-2.82053775074061 -0.0894613845285674
-2.62614497314663 0.163384959698329
-2.88638273178055 -0.578311754186703
-2.67275579782095 -0.113774245874117
-2.50694709065185 0.645068898648574
-2.61275523090872 0.0147299391613756
-2.78610926618801 -0.235112000201718
-3.22380374386565 -0.511394587006381
-2.64475038994203 1.17876463643758
-2.38603903353113 1.33806233040065
-2.62352787522442 0.810679514181258
-2.64829670625438 0.311849144593355
-2.19982032361758 0.872839038962211
-2.58798639987877 0.513560308749278
-2.31025621524252 0.391345935653894
-2.54370522875715 0.432996063279029
-3.21593941564861 0.133468069538527
-2.3027331822262 0.0987088548141
-2.35575404912377 -0.0372818596773813
-2.50666890692582 -0.146016880495268
-2.46882007312134 0.130951489435251
-2.56231990619601 0.3677188574342
-2.63953471538454 0.312039980235283
-2.63198938727434 -0.196961224924314
-2.58739847668935 -0.204318491274133
-2.40993249700217 0.410924264229573
-2.64886233434991 0.813363820296963
-2.59873674910058 1.09314575944936
-2.6369268781058 -0.121322347865863
-2.86624165211867 0.0693644715800808
-2.62523804985037 0.599370021379423
-2.80068411544822 0.268643737797983
-2.98050204378199 -0.487958344428614
-2.59000631396809 0.229043836827013
-2.7701024260279 0.263527533744257
-2.8493687050431 -0.940960573641197
-2.9974065465949 -0.341926057471609
-2.40561448509748 0.188871428930262
-2.20948923778368 0.436663141639189
-2.7144514267577 -0.250208204185211
-2.53814825899894 0.503771144461439
-2.83946216764285 -0.227945569493827
-2.54308574983039 0.57941002151989
-2.70335978233516 0.107706082499412
1.28482568885835 0.685160470467308
0.93248853231232 0.318333638262629
1.4643023219914 0.504262815309203
0.183317719958372 -0.827959011820632
1.08810325771167 0.0745906751977154
0.641669084258079 -0.418246871568678
1.09506066263245 0.28346827006153
-0.749122669829655 -1.00489096118189
1.04413182605344 0.228361899788395
-0.00874540408289431 -0.723081905004833
-0.507840883835324 -1.26597119052639
0.511698557447599 -0.10398123549904
0.264976508112048 -0.550036463680476
0.984934510470892 -0.124817854126357
-0.173925371681766 -0.254854208702589
0.927860780944249 0.46717949444151
0.660283761696938 -0.352969665723849
0.236104993317673 -0.333610766824916
0.944733728019814 -0.543145550779768
0.0452269762987015 -0.583834377471865
1.11628317735005 -0.0846168521947867
0.357888417997309 -0.0689250316560144
1.29818387535891 -0.327787308333918
0.921728922447038 -0.182737793621368
0.714853325911413 0.149055944369784
0.900174373172169 0.328504473834322
1.33202443672209 0.244440876016342
1.55780215506607 0.267495447310254
0.813290649817543 -0.163350300687616
-0.305583778024307 -0.368262189754588
-0.0681264920683619 -0.705172131799465
-0.1896224723785 -0.680286763528134
0.136428711558017 -0.314032438249237
1.38002643591551 -0.420954287313882
0.588006443339865 -0.484287419981217
0.806858312500414 0.194182314713152
1.22069088244435 0.407619593611007
0.815095235766601 -0.372037059909503
0.245957679886694 -0.268524396622014
0.166413217145458 -0.681926724863626
0.464800288403781 -0.67071154451172
0.890815198469451 -0.0344644443682686
0.230548023559457 -0.404385848007325
-0.704531759244662 -1.01224822753171
0.356981494701049 -0.504910093337108
0.33193447994506 -0.212654683781169
0.376215651066672 -0.293218929251418
0.64257600755434 0.0177381901124159
-0.906469864948834 -0.756093366599014
0.299000841878145 -0.348897806450336
2.53119272780363 -0.00984910949880027
1.4152358767039 -0.574916347546488
2.61667601599569 0.343903151341734
1.97153105304344 -0.179727904352245
2.35000592004464 -0.0402609471425305
3.39703873605326 0.550836673028054
0.521232243909775 -1.19275872700064
2.93258706899369 0.355500002977495
2.32122881657338 -0.243831502310691
2.91675096678607 0.782791948815279
1.66177415363653 0.242228407755067
1.80340195296509 -0.215637617333556
2.16559179608015 0.216275585074025
1.34616357945845 -0.776818347344339
1.58592822387322 -0.539640714026717
1.90445637479343 0.119250692091974
1.94968905939907 0.0419432596632115
3.48705536429028 1.17573932971343
3.79564542207288 0.257322973420478
1.30079171263766 -0.761149636435064
2.42781791306605 0.378196012617051
1.19900110546556 -0.606091527757929
3.49992003892454 0.460674098911893
1.38876613169147 -0.204399327352151
2.27543050387221 0.334990605821678
2.61409047381083 0.560901355123077
1.25850816051149 -0.179704794722747
1.29113205911502 -0.116668651174011
2.1236087227739 -0.209729476677302
2.38800301600347 0.464639804708735
2.84167277810387 0.375269167195102
3.23067366143209 1.37416508679305
2.15943764248905 -0.217277578669049
1.44416124232951 -0.143413410457581
1.78129481004511 -0.499901681078136
3.07649993168719 0.688085677571174
2.14424331430208 0.140064201089792
1.90509814881408 0.0493005260130307
1.1693263393415 -0.164990262023109
2.10761114325724 0.372287871960797
2.3141547052356 0.183651279169019
1.9222678009026 0.409203466816062
1.4152358767039 -0.574916347546488
2.56301337507748 0.277862602929195
2.41874618273283 0.304798197854693
1.94410979454697 0.187532302800605
1.52716661481452 -0.375316982580489
1.76434571704443 0.0788588545184759
1.90094161421842 0.116627958512025
1.39018886194792 -0.282660937990549
