6.351940201124113283e-01,-7.575065975288506337e-01
-3.222048197871539843e-01,-3.727509260437383842e-01
9.410190350931314507e-01,-1.828551220552292744e-01
-1.041805568975038510e+00,3.211054716647097212e-02
4.387191699321030258e-01,-8.528151042535416781e-01
9.204419397825209792e-01,-4.253066224767703685e-01
-4.270639038000876297e-01,1.234065908054327587e-01
-8.121339282305373164e-01,5.116509986713242419e-01
-4.263958610378550396e-01,8.333392762163468470e-01
-5.923877944942305129e-01,-7.259450374581422061e-01
-4.659096572966542893e-01,-2.495009529062057474e-01
-1.002863402999087494e+00,2.906847458345444557e-01
3.708127537872447088e-01,-3.026231994294728000e-01
2.192825162604978839e-01,-9.652860208157060251e-01
-9.254323034710765228e-01,2.192049973798885776e-01
4.824307132328509717e-01,-2.579054111145780842e-02
-3.428283772382591521e-01,3.317641122745061399e-01
1.597303765992582891e-01,-5.557436879167007016e-01
-7.549025617858412529e-01,6.703772172058758416e-01
2.537163897712248484e-01,4.525327861287715692e-01
2.459424070354166991e-01,9.767567252859566951e-01
4.925306557952765507e-01,-2.039116103942063551e-01
-2.877542487940704108e-01,2.915409465508412290e-01
3.595141733502995041e-01,3.179966565798466038e-01
-6.401683989864092039e-01,7.966411228757298568e-01
-1.570077911410100446e-01,-4.942183635785886708e-01
1.984243465446880461e-01,-5.198478908819778033e-01
3.238059488002915653e-01,-9.089270764723046403e-01
6.497048111437784268e-01,7.688634187625559280e-01
-5.741580677487022610e-01,-1.236126342727478233e-02
3.165097500055477631e-01,4.832347216481830410e-01
1.015698876542479479e+00,1.484336158322473731e-01
-1.167560131746793739e-01,-5.453550200262345937e-01
4.269134684226724707e-01,1.715244425043315202e-01
-5.405299174971265330e-01,-8.244496647211420060e-01
-1.019725913168841869e+00,-3.062244873776873710e-01
-1.364999678002798422e-03,-4.996758776108370936e-01
-4.912813475649236983e-01,-1.096841675847331776e-01
-3.178738635407137303e-01,9.065200571420787279e-01
-8.550483130257907627e-01,6.338819925037021408e-01
-8.638005558235728465e-01,-6.424300826087748773e-01
-1.102411874629497107e-01,5.136580668967115626e-01
8.855757494008470454e-01,4.298317544736810492e-01
-1.148889383176636830e-01,-1.026359604052111907e+00
8.640525922650208468e-01,4.428199004688346818e-01
3.806191377005643806e-01,-1.689117238195310677e-01
1.005262904540099589e+00,-1.480966740085264133e-01
3.932828648403649541e-01,3.076885915914887026e-01
1.067117684562897573e+00,9.892665478357653974e-03
9.289869400811649747e-02,1.041690380843306674e+00
5.987049974120950413e-01,2.389042813082347186e-02
-7.319755216965958544e-01,-7.278555458790623156e-01
3.339780326249698894e-01,-3.340483747492409838e-01
1.996118326521981179e-01,9.432910882824385723e-01
3.584906988948481643e-02,4.925556900911300939e-01
-4.249164021341464426e-01,1.577844186899450829e-01
8.365564250800839874e-01,6.175564101306593168e-01
-9.698720294051524915e-01,1.251450927070529018e-01
-4.948053103176446865e-01,-2.948587657447998556e-01
1.158262694964222045e-01,-1.041033172242894711e+00
4.363633216709325580e-01,-9.213558240955496137e-01
-4.708923493828304913e-02,-9.793829279856496317e-01
-3.814646318339987574e-01,-9.075900022525024147e-01
-4.795249159864022337e-01,2.529674191165528496e-01
-1.135665285575063882e-01,4.825530535195505788e-01
-2.354219157554995057e-01,4.439034030240594508e-01
2.026416181960215002e-01,-4.611138681084114843e-01
-1.200345322947433679e-01,4.731472395634707673e-01
-2.193190232983541210e-01,-4.296425266861694237e-01
-8.651613890626499437e-01,-5.896214927764384939e-01
-8.972722601696354605e-01,-2.770775889801945224e-01
-4.034983071302089552e-01,-2.695717655223859865e-01
4.832138657906430712e-01,7.734018666464324843e-02
-4.113702420954670202e-01,1.480622047777984118e-01
7.910933230623351520e-01,6.238362418607217297e-01
2.241556600438024405e-01,3.924879468836312557e-01
-2.969025120671828916e-02,9.809830078997979763e-01
-2.633800375650182102e-01,9.714606071361971962e-01
4.450805114375963600e-01,1.609096246244458295e-01
7.118068746986567774e-01,-6.810084021336557658e-01
4.640179577072820472e-01,-1.026479951709128036e-01
-4.934711187378432729e-01,-1.080850078480742466e-01
6.793475661378622910e-01,-5.829227084435832928e-01
3.851799972162174290e-01,3.323095502186147465e-01
5.692964185486235618e-01,8.812582769516561498e-01
-2.438062997824724243e-01,-9.458159358915394499e-01
5.881846195397466559e-02,3.612532857080945070e-01
-4.869678783906902786e-02,-5.009087172733426296e-01
-3.926052417868498845e-02,5.128253568151344144e-01
3.945169954372139687e-01,8.680024938907321408e-01
-4.371358458236039302e-01,-1.512660557737140476e-01
3.916759904134498593e-01,-2.958164590581839337e-01
1.012330418480927419e+00,1.505504123224539748e-01
-4.829783265450097174e-01,8.688483596701219724e-01
8.147793777615942590e-01,-5.070990048435568553e-01
-2.272967180224066130e-01,-3.948503694038193457e-01
-1.047019599332605910e+00,-9.971989722300519943e-02
1.588006524545962084e-01,-5.002245935018728717e-01
2.336767453768069658e-02,4.824024567834560018e-01
-4.620601503514411568e-01,-4.548826563765424880e-02
